"","transect","year","site","Source","plot","treat","Jday","visit","plant","tbo","Ln1","Ln2","Ln3","Fr1","Flwr1","B1","Fr2","Flwr2","B2","failF","final.fate","DEm.est","DEm.estplotav","D1stFlw.ob","D1stFlw.est","D1stSp.ob","day.perLnplotav","subplotID","plotID"
"5682","NK",2011,"HE","H",6,"TR",232,6,3.5,1,3,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.H","NK.HE.6"
"5683","NK",2011,"HE","H",6,"TR",191,1,4.1,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"new",172,168,219,219,232,5.75,"NK.HE.6.H","NK.HE.6"
"5684","NK",2011,"HE","H",6,"TR",205,2,4.1,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,219,219,232,5.75,"NK.HE.6.H","NK.HE.6"
"5685","NK",2011,"HE","H",6,"TR",216,3,4.1,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,219,219,232,5.75,"NK.HE.6.H","NK.HE.6"
"5686","NK",2011,"HE","H",6,"TR",219,4,4.1,NA,12,"2",NA,NA,1,5,NA,NA,NA,NA,".",NA,NA,219,219,232,5.75,"NK.HE.6.H","NK.HE.6"
"5687","NK",2011,"HE","H",6,"TR",232,5,4.1,NA,11,"1",NA,6,0,NA,NA,NA,NA,NA,".",NA,NA,219,219,232,5.75,"NK.HE.6.H","NK.HE.6"
"5688","NK",2011,"HE","H",6,"TR",248,6,4.1,NA,10,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,219,219,232,5.75,"NK.HE.6.H","NK.HE.6"
"5689","NK",2011,"HE","H",6,"TR",185,1,5.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",180,179,NA,NA,NA,5.75,"NK.HE.6.H","NK.HE.6"
"5690","NK",2011,"HE","H",6,"TR",191,2,5.5,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.H","NK.HE.6"
"5691","NK",2011,"HE","H",6,"TR",216,3,5.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.H","NK.HE.6"
"5692","NK",2011,"HE","F",6,"TR",185,1,1.3,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",179,179,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5693","NK",2011,"HE","F",6,"TR",191,2,1.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5694","NK",2011,"HE","F",6,"TR",205,3,1.3,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5695","NK",2011,"HE","F",6,"TR",216,4,1.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5696","NK",2011,"HE","F",6,"TR",219,5,1.3,1,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5697","NK",2011,"HE","F",6,"TR",232,6,1.3,1,4,"4",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5698","NK",2011,"HE","F",6,"TR",248,7,1.3,1,4,"7",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5699","NK",2011,"HE","F",6,"TR",264,8,1.3,1,3,"10",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5700","NK",2011,"HE","F",6,"TR",278,9,1.3,1,5,"8",NA,NA,0,NA,NA,1,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5701","NK",2011,"HE","F",6,"TR",185,1,4.3,NA,0,"",NA,NA,0,NA,NA,NA,NA,NA,"new",185,185,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5702","NK",2011,"HE","F",6,"TR",191,2,4.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.F","NK.HE.6"
"5703","NK",2011,"HE","MT",6,"TR",191,1,1.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",179,180,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5704","NK",2011,"HE","MT",6,"TR",205,2,1.1,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5705","NK",2011,"HE","MT",6,"TR",216,3,1.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5706","NK",2011,"HE","MT",6,"TR",219,4,1.1,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5707","NK",2011,"HE","MT",6,"TR",232,5,1.1,NA,9,"",NA,NA,0,1,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5708","NK",2011,"HE","MT",6,"TR",248,6,1.1,1,6,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5709","NK",2011,"HE","MT",6,"TR",191,1,1.2,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5710","NK",2011,"HE","MT",6,"TR",205,2,1.2,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5711","NK",2011,"HE","MT",6,"TR",216,3,1.2,NA,NA,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5712","NK",2011,"HE","MT",6,"TR",219,4,1.2,NA,10,"6",NA,NA,0,6,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5713","NK",2011,"HE","MT",6,"TR",232,5,1.2,NA,9,"2",NA,4,2,1,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5714","NK",2011,"HE","MT",6,"TR",248,6,1.2,NA,9,"",NA,6,0,NA,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5715","NK",2011,"HE","MT",6,"TR",264,7,1.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5716","NK",2011,"HE","MT",6,"TR",185,1,1.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5717","NK",2011,"HE","MT",6,"TR",191,2,1.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5718","NK",2011,"HE","MT",6,"TR",205,3,1.3,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5719","NK",2011,"HE","MT",6,"TR",216,4,1.3,NA,NA,"",NA,NA,0,3,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5720","NK",2011,"HE","MT",6,"TR",219,5,1.3,NA,9,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5721","NK",2011,"HE","MT",6,"TR",232,6,1.3,NA,9,"",NA,4,1,1,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5722","NK",2011,"HE","MT",6,"TR",248,7,1.3,NA,10,"",NA,6,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5723","NK",2011,"HE","MT",6,"TR",264,8,1.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5724","NK",2011,"HE","MT",6,"TR",185,1,2.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5725","NK",2011,"HE","MT",6,"TR",191,2,2.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5726","NK",2011,"HE","MT",6,"TR",205,3,2.3,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5727","NK",2011,"HE","MT",6,"TR",216,4,2.3,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5728","NK",2011,"HE","MT",6,"TR",219,5,2.3,NA,8,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5729","NK",2011,"HE","MT",6,"TR",232,6,2.3,NA,8,"",NA,3,1,NA,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5730","NK",2011,"HE","MT",6,"TR",248,7,2.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5731","NK",2011,"HE","MT",6,"TR",185,1,2.5,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"new",167,168,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5732","NK",2011,"HE","MT",6,"TR",191,2,2.5,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5733","NK",2011,"HE","MT",6,"TR",205,3,2.5,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5734","NK",2011,"HE","MT",6,"TR",216,4,2.5,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5735","NK",2011,"HE","MT",6,"TR",219,5,2.5,NA,9,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5736","NK",2011,"HE","MT",6,"TR",232,6,2.5,NA,9,"",NA,3,1,NA,NA,NA,NA,NA,".",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5737","NK",2011,"HE","MT",6,"TR",248,7,2.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,230.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5738","NK",2011,"HE","MT",6,"TR",185,1,3.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5739","NK",2011,"HE","MT",6,"TR",191,2,3.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5740","NK",2011,"HE","MT",6,"TR",185,1,3.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5741","NK",2011,"HE","MT",6,"TR",191,2,3.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5742","NK",2011,"HE","MT",6,"TR",205,3,3.3,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5743","NK",2011,"HE","MT",6,"TR",216,4,3.3,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5744","NK",2011,"HE","MT",6,"TR",219,5,3.3,NA,9,"2",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5745","NK",2011,"HE","MT",6,"TR",232,6,3.3,NA,8,"2",NA,4,1,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5746","NK",2011,"HE","MT",6,"TR",248,7,3.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5747","NK",2011,"HE","MT",6,"TR",185,1,3.4,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5748","NK",2011,"HE","MT",6,"TR",191,2,3.4,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5749","NK",2011,"HE","MT",6,"TR",205,3,3.4,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5750","NK",2011,"HE","MT",6,"TR",216,4,3.4,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5751","NK",2011,"HE","MT",6,"TR",219,5,3.4,NA,10,"2",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5752","NK",2011,"HE","MT",6,"TR",232,6,3.4,NA,9,"2",NA,4,2,NA,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5753","NK",2011,"HE","MT",6,"TR",248,7,3.4,NA,9,"",NA,5,0,NA,NA,NA,NA,NA,".",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5754","NK",2011,"HE","MT",6,"TR",264,8,3.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,229.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5755","NK",2011,"HE","MT",6,"TR",185,1,4.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5756","NK",2011,"HE","MT",6,"TR",191,2,4.1,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5757","NK",2011,"HE","MT",6,"TR",205,3,4.1,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5758","NK",2011,"HE","MT",6,"TR",216,4,4.1,NA,NA,"",NA,NA,0,5,NA,NA,NA,NA,".",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5759","NK",2011,"HE","MT",6,"TR",219,5,4.1,NA,11,"6",NA,NA,0,7,NA,NA,NA,NA,".",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5760","NK",2011,"HE","MT",6,"TR",232,6,4.1,NA,10,"2",NA,5,2,NA,NA,NA,NA,NA,".",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5761","NK",2011,"HE","MT",6,"TR",248,7,4.1,NA,10,"4",NA,7,0,NA,NA,NA,NA,NA,".",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5762","NK",2011,"HE","MT",6,"TR",264,8,4.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,229,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5763","NK",2011,"HE","MT",6,"TR",185,1,4.2,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"new",167,168,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5764","NK",2011,"HE","MT",6,"TR",191,2,4.2,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5765","NK",2011,"HE","MT",6,"TR",205,3,4.2,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5766","NK",2011,"HE","MT",6,"TR",216,4,4.2,NA,NA,"",NA,NA,0,6,NA,NA,NA,NA,".",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5767","NK",2011,"HE","MT",6,"TR",219,5,4.2,NA,8,"6",NA,NA,2,5,NA,NA,NA,NA,".",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5768","NK",2011,"HE","MT",6,"TR",232,6,4.2,NA,9,"4",NA,5,0,NA,NA,NA,NA,NA,".",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5769","NK",2011,"HE","MT",6,"TR",248,7,4.2,NA,11,"2",NA,6,0,NA,NA,NA,NA,NA,".",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5770","NK",2011,"HE","MT",6,"TR",264,8,4.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,219,218.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5771","NK",2011,"HE","MT",6,"TR",185,1,4.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5772","NK",2011,"HE","MT",6,"TR",191,2,4.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5773","NK",2011,"HE","MT",6,"TR",205,3,4.3,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5774","NK",2011,"HE","MT",6,"TR",216,4,4.3,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5775","NK",2011,"HE","MT",6,"TR",219,5,4.3,NA,8,"2",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5776","NK",2011,"HE","MT",6,"TR",232,6,4.3,NA,8,"2",NA,1,4,NA,NA,NA,NA,NA,".",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5777","NK",2011,"HE","MT",6,"TR",248,7,4.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,230,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5778","NK",2011,"HE","MT",6,"TR",185,1,4.4,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5779","NK",2011,"HE","MT",6,"TR",191,2,4.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5780","NK",2011,"HE","MT",6,"TR",185,1,5.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5781","NK",2011,"HE","MT",6,"TR",219,2,5.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.MT","NK.HE.6"
"5782","NK",2011,"HE","MT",6,"TR",185,1,5.2,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5783","NK",2011,"HE","MT",6,"TR",191,2,5.2,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5784","NK",2011,"HE","MT",6,"TR",205,3,5.2,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5785","NK",2011,"HE","MT",6,"TR",216,4,5.2,NA,NA,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5786","NK",2011,"HE","MT",6,"TR",219,5,5.2,NA,10,"4",NA,NA,0,6,NA,NA,NA,NA,".",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5787","NK",2011,"HE","MT",6,"TR",232,6,5.2,NA,11,"5",NA,4,4,1,NA,NA,NA,NA,".",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5788","NK",2011,"HE","MT",6,"TR",248,7,5.2,NA,10,"",NA,9,0,NA,NA,NA,NA,NA,".",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5789","NK",2011,"HE","MT",6,"TR",264,8,5.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,228.5,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5790","NK",2011,"HE","MT",6,"TR",191,1,5.4,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,174,232,231,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5791","NK",2011,"HE","MT",6,"TR",205,2,5.4,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,232,231,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5792","NK",2011,"HE","MT",6,"TR",216,3,5.4,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,231,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5793","NK",2011,"HE","MT",6,"TR",219,4,5.4,NA,9,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,232,231,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5794","NK",2011,"HE","MT",6,"TR",232,5,5.4,NA,8,"",NA,1,2,NA,NA,NA,NA,NA,".",NA,NA,232,231,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5795","NK",2011,"HE","MT",6,"TR",248,6,5.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,232,231,232,5.75,"NK.HE.6.MT","NK.HE.6"
"5796","NK",2011,"HE","E",6,"TR",185,1,1.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",171,174,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5797","NK",2011,"HE","E",6,"TR",191,2,1.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5798","NK",2011,"HE","E",6,"TR",205,3,1.3,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5799","NK",2011,"HE","E",6,"TR",216,4,1.3,NA,NA,"",NA,NA,0,1,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5800","NK",2011,"HE","E",6,"TR",219,5,1.3,NA,11,"4",NA,NA,0,1,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5801","NK",2011,"HE","E",6,"TR",232,6,1.3,1,5,"4",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5802","NK",2011,"HE","E",6,"TR",248,7,1.3,1,6,"2","2",NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5803","NK",2011,"HE","E",6,"TR",264,8,1.3,1,6,"5",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5804","NK",2011,"HE","E",6,"TR",185,1,2.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",171,174,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5805","NK",2011,"HE","E",6,"TR",191,2,2.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5806","NK",2011,"HE","E",6,"TR",205,3,2.1,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5807","NK",2011,"HE","E",6,"TR",216,4,2.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5808","NK",2011,"HE","E",6,"TR",219,5,2.1,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5809","NK",2011,"HE","E",6,"TR",232,6,2.1,1,3,"2",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5810","NK",2011,"HE","E",6,"TR",248,7,2.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5811","NK",2011,"HE","E",6,"TR",185,1,2.2,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",171,174,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5812","NK",2011,"HE","E",6,"TR",191,2,2.2,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5813","NK",2011,"HE","E",6,"TR",205,3,2.2,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5814","NK",2011,"HE","E",6,"TR",216,4,2.2,NA,NA,"",NA,NA,0,5,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5815","NK",2011,"HE","E",6,"TR",219,5,2.2,NA,11,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5816","NK",2011,"HE","E",6,"TR",232,6,2.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5817","NK",2011,"HE","E",6,"TR",185,1,2.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",171,174,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
"5818","NK",2011,"HE","E",6,"TR",191,2,2.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,5.75,"NK.HE.6.E","NK.HE.6"
